entity	year	cases	continent
Afghanistan	2023	2792	Asia
Afghanistan	2022	5166	Asia
Afghanistan	2021	2900	Asia
Afghanistan	2020	640	Asia
Afghanistan	2019	353	Asia
Afghanistan	2018	2012	Asia
Afghanistan	2017	1511	Asia
Afghanistan	2016	638	Asia
Afghanistan	2015	1154	Asia
Afghanistan	2014	492	Asia
Afghanistan	2013	430	Asia
Afghanistan	2012	2787	Asia
Afghanistan	2011	3013	Asia
Afghanistan	2010	1989	Asia
Afghanistan	2009	2861	Asia
Afghanistan	2008	1599	Asia
Afghanistan	2007	1141	Asia
Afghanistan	2006	1990	Asia
Afghanistan	2005	1296	Asia
Afghanistan	2004	466	Asia
Afghanistan	2003	798	Asia
Afghanistan	2002	2486	Asia
Afghanistan	2001	8762	Asia
Afghanistan	2000	6532	Asia
Afghanistan	1999	3609	Asia
Afghanistan	1998	2205	Asia
Afghanistan	1997	NA	Asia
Afghanistan	1996	NA	Asia
Afghanistan	1995	NA	Asia
Afghanistan	1994	NA	Asia
Afghanistan	1993	NA	Asia
Afghanistan	1992	NA	Asia
Afghanistan	1991	792	Asia
Afghanistan	1990	1609	Asia
Afghanistan	1989	1170	Asia
Afghanistan	1988	4561	Asia
Afghanistan	1987	10357	Asia
Afghanistan	1986	8107	Asia
Afghanistan	1985	14457	Asia
Afghanistan	1984	16199	Asia
Afghanistan	1983	18808	Asia
Afghanistan	1982	20320	Asia
Afghanistan	1981	31107	Asia
Afghanistan	1980	32455	Asia
Albania	2023	13	Europe
Albania	2022	1	Europe
Albania	2021	NA	Europe
Albania	2020	4	Europe
Albania	2019	488	Europe
Albania	2018	1469	Europe
Albania	2017	12	Europe
Albania	2016	17	Europe
Albania	2015	NA	Europe
Albania	2014	NA	Europe
Albania	2013	0	Europe
Albania	2012	9	Europe
Albania	2011	28	Europe
Albania	2010	10	Europe
Albania	2009	0	Europe
Albania	2008	NA	Europe
Albania	2007	22	Europe
Albania	2006	68	Europe
Albania	2005	6	Europe
Albania	2004	7	Europe
Albania	2003	8	Europe
Albania	2002	16	Europe
Albania	2001	18	Europe
Albania	2000	662	Europe
Albania	1999	797	Europe
Albania	1998	1901	Europe
Albania	1997	2386	Europe
Albania	1996	1204	Europe
Albania	1995	15	Europe
Albania	1994	29	Europe
Albania	1993	7	Europe
Albania	1992	0	Europe
Albania	1991	0	Europe
Albania	1990	NA	Europe
Albania	1989	136034	Europe
Albania	1988	0	Europe
Albania	1987	0	Europe
Albania	1986	0	Europe
Albania	1985	0	Europe
Albania	1984	0	Europe
Albania	1983	17	Europe
Albania	1982	3	Europe
Albania	1981	NA	Europe
Albania	1980	NA	Europe
Algeria	2023	203	Africa
Algeria	2022	47	Africa
Algeria	2021	NA	Africa
Algeria	2020	NA	Africa
Algeria	2019	2585	Africa
Algeria	2018	3356	Africa
Algeria	2017	112	Africa
Algeria	2016	41	Africa
Algeria	2015	63	Africa
Algeria	2014	0	Africa
Algeria	2013	25	Africa
Algeria	2012	18	Africa
Algeria	2011	112	Africa
Algeria	2010	103	Africa
Algeria	2009	107	Africa
Algeria	2008	217	Africa
Algeria	2007	0	Africa
Algeria	2006	944	Africa
Algeria	2005	2302	Africa
Algeria	2004	3289	Africa
Algeria	2003	15374	Africa
Algeria	2002	5862	Africa
Algeria	2001	2686	Africa
Algeria	2000	NA	Africa
Algeria	1999	2503	Africa
Algeria	1998	3301	Africa
Algeria	1997	19573	Africa
Algeria	1996	21003	Africa
Algeria	1995	8204	Africa
Algeria	1994	5913	Africa
Algeria	1993	3141	Africa
Algeria	1992	8823	Africa
Algeria	1991	5969	Africa
Algeria	1990	1796	Africa
Algeria	1989	4169	Africa
Algeria	1988	2634	Africa
Algeria	1987	2500	Africa
Algeria	1986	3975	Africa
Algeria	1985	20114	Africa
Algeria	1984	22553	Africa
Algeria	1983	22126	Africa
Algeria	1982	29584	Africa
Algeria	1981	20849	Africa
Algeria	1980	15527	Africa
Andorra	2023	0	Europe
Andorra	2022	0	Europe
Andorra	2021	0	Europe
Andorra	2020	0	Europe
Andorra	2019	0	Europe
Andorra	2018	0	Europe
Andorra	2017	0	Europe
Andorra	2016	0	Europe
Andorra	2015	0	Europe
Andorra	2014	0	Europe
Andorra	2013	0	Europe
Andorra	2012	0	Europe
Andorra	2011	0	Europe
Andorra	2010	0	Europe
Andorra	2009	0	Europe
Andorra	2008	0	Europe
Andorra	2007	0	Europe
Andorra	2006	0	Europe
Andorra	2005	0	Europe
Andorra	2004	0	Europe
Andorra	2003	0	Europe
Andorra	2002	1	Europe
Andorra	2001	5	Europe
Andorra	2000	2	Europe
Andorra	1999	2	Europe
Andorra	1998	NA	Europe
Andorra	1997	5	Europe
Andorra	1996	NA	Europe
Andorra	1995	NA	Europe
Andorra	1994	NA	Europe
Andorra	1993	NA	Europe
Andorra	1992	NA	Europe
Andorra	1991	NA	Europe
Andorra	1990	NA	Europe
Andorra	1989	NA	Europe
Andorra	1988	NA	Europe
Andorra	1987	NA	Europe
Andorra	1986	NA	Europe
Andorra	1985	NA	Europe
Andorra	1984	NA	Europe
Andorra	1983	NA	Europe
Andorra	1982	NA	Europe
Andorra	1981	NA	Europe
Andorra	1980	NA	Europe
Angola	2023	3508	Africa
Angola	2022	3271	Africa
Angola	2021	300	Africa
Angola	2020	1085	Africa
Angola	2019	2987	Africa
Angola	2018	57	Africa
Angola	2017	29	Africa
Angola	2016	53	Africa
Angola	2015	119	Africa
Angola	2014	11699	Africa
Angola	2013	8523	Africa
Angola	2012	4458	Africa
Angola	2011	1449	Africa
Angola	2010	1190	Africa
Angola	2009	2807	Africa
Angola	2008	265	Africa
Angola	2007	1014	Africa
Angola	2006	765	Africa
Angola	2005	258	Africa
Angola	2004	29	Africa
Angola	2003	1196	Africa
Angola	2002	11945	Africa
Angola	2001	9046	Africa
Angola	2000	2219	Africa
Angola	1999	350	Africa
Angola	1998	2576	Africa
Angola	1997	8183	Africa
Angola	1996	251	Africa
Angola	1995	635	Africa
Angola	1994	5480	Africa
Angola	1993	9273	Africa
Angola	1992	16772	Africa
Angola	1991	18382	Africa
Angola	1990	29069	Africa
Angola	1989	19820	Africa
Angola	1988	21009	Africa
Angola	1987	13368	Africa
Angola	1986	15580	Africa
Angola	1985	22822	Africa
Angola	1984	22685	Africa
Angola	1983	22589	Africa
Angola	1982	30067	Africa
Angola	1981	19714	Africa
Angola	1980	29656	Africa
Antigua and Barbuda	2023	0	North America
Antigua and Barbuda	2022	0	North America
Antigua and Barbuda	2021	0	North America
Antigua and Barbuda	2020	0	North America
Antigua and Barbuda	2019	0	North America
Antigua and Barbuda	2018	1	North America
Antigua and Barbuda	2017	0	North America
Antigua and Barbuda	2016	0	North America
Antigua and Barbuda	2015	0	North America
Antigua and Barbuda	2014	0	North America
Antigua and Barbuda	2013	0	North America
Antigua and Barbuda	2012	0	North America
Antigua and Barbuda	2011	0	North America
Antigua and Barbuda	2010	0	North America
Antigua and Barbuda	2009	0	North America
Antigua and Barbuda	2008	0	North America
Antigua and Barbuda	2007	0	North America
Antigua and Barbuda	2006	0	North America
Antigua and Barbuda	2005	0	North America
Antigua and Barbuda	2004	0	North America
Antigua and Barbuda	2003	0	North America
Antigua and Barbuda	2002	0	North America
Antigua and Barbuda	2001	0	North America
Antigua and Barbuda	2000	0	North America
Antigua and Barbuda	1999	0	North America
Antigua and Barbuda	1998	0	North America
Antigua and Barbuda	1997	0	North America
Antigua and Barbuda	1996	0	North America
Antigua and Barbuda	1995	0	North America
Antigua and Barbuda	1994	0	North America
Antigua and Barbuda	1993	0	North America
Antigua and Barbuda	1992	0	North America
Antigua and Barbuda	1991	0	North America
Antigua and Barbuda	1990	0	North America
Antigua and Barbuda	1989	0	North America
Antigua and Barbuda	1988	0	North America
Antigua and Barbuda	1987	0	North America
Antigua and Barbuda	1986	0	North America
Antigua and Barbuda	1985	1	North America
Antigua and Barbuda	1984	1	North America
Antigua and Barbuda	1983	10	North America
Antigua and Barbuda	1982	0	North America
Antigua and Barbuda	1981	247	North America
Antigua and Barbuda	1980	2291	North America
Argentina	2023	0	South America
Argentina	2022	2	South America
Argentina	2021	0	South America
Argentina	2020	69	South America
Argentina	2019	130	South America
Argentina	2018	14	South America
Argentina	2017	3	South America
Argentina	2016	0	South America
Argentina	2015	0	South America
Argentina	2014	1	South America
Argentina	2013	0	South America
Argentina	2012	2	South America
Argentina	2011	3	South America
Argentina	2010	17	South America
Argentina	2009	3	South America
Argentina	2008	0	South America
Argentina	2007	0	South America
Argentina	2006	0	South America
Argentina	2005	0	South America
Argentina	2004	0	South America
Argentina	2003	0	South America
Argentina	2002	0	South America
Argentina	2001	0	South America
Argentina	2000	6	South America
Argentina	1999	313	South America
Argentina	1998	10229	South America
Argentina	1997	125	South America
Argentina	1996	59	South America
Argentina	1995	655	South America
Argentina	1994	134	South America
Argentina	1993	5087	South America
Argentina	1992	20551	South America
Argentina	1991	42093	South America
Argentina	1990	1967	South America
Argentina	1989	4009	South America
Argentina	1988	4751	South America
Argentina	1987	8024	South America
Argentina	1986	6448	South America
Argentina	1985	9240	South America
Argentina	1984	31751	South America
Argentina	1983	7106	South America
Argentina	1982	4432	South America
Argentina	1981	17582	South America
Argentina	1980	16102	South America
Armenia	2023	554	Europe
Armenia	2022	0	Europe
Armenia	2021	0	Europe
Armenia	2020	0	Europe
Armenia	2019	7	Europe
Armenia	2018	19	Europe
Armenia	2017	1	Europe
Armenia	2016	2	Europe
Armenia	2015	33	Europe
Armenia	2014	13	Europe
Armenia	2013	10	Europe
Armenia	2012	0	Europe
Armenia	2011	0	Europe
Armenia	2010	2	Europe
Armenia	2009	0	Europe
Armenia	2008	0	Europe
Armenia	2007	1	Europe
Armenia	2006	137	Europe
Armenia	2005	2281	Europe
Armenia	2004	1783	Europe
Armenia	2003	4	Europe
Armenia	2002	40	Europe
Armenia	2001	69	Europe
Armenia	2000	15	Europe
Armenia	1999	41	Europe
Armenia	1998	52	Europe
Armenia	1997	802	Europe
Armenia	1996	2027	Europe
Armenia	1995	187	Europe
Armenia	1994	149	Europe
Armenia	1993	338	Europe
Armenia	1992	46	Europe
Armenia	1991	192	Europe
Armenia	1990	879	Europe
Armenia	1989	NA	Europe
Armenia	1988	NA	Europe
Armenia	1987	NA	Europe
Armenia	1986	NA	Europe
Armenia	1985	NA	Europe
Armenia	1984	NA	Europe
Armenia	1983	NA	Europe
Armenia	1982	NA	Europe
Armenia	1981	NA	Europe
Armenia	1980	NA	Europe
Australia	2023	26	Oceania
Australia	2022	7	Oceania
Australia	2021	0	Oceania
Australia	2020	25	Oceania
Australia	2019	286	Oceania
Australia	2018	103	Oceania
Australia	2017	81	Oceania
Australia	2016	99	Oceania
Australia	2015	74	Oceania
Australia	2014	340	Oceania
Australia	2013	158	Oceania
Australia	2012	199	Oceania
Australia	2011	190	Oceania
Australia	2010	70	Oceania
Australia	2009	104	Oceania
Australia	2008	65	Oceania
Australia	2007	11	Oceania
Australia	2006	NA	Oceania
Australia	2005	10	Oceania
Australia	2004	70	Oceania
Australia	2003	91	Oceania
Australia	2002	32	Oceania
Australia	2001	141	Oceania
Australia	2000	108	Oceania
Australia	1999	235	Oceania
Australia	1998	327	Oceania
Australia	1997	853	Oceania
Australia	1996	498	Oceania
Australia	1995	1198	Oceania
Australia	1994	4895	Oceania
Australia	1993	4536	Oceania
Australia	1992	1425	Oceania
Australia	1991	1380	Oceania
Australia	1990	880	Oceania
Australia	1989	169	Oceania
Australia	1988	248	Oceania
Australia	1987	NA	Oceania
Australia	1986	NA	Oceania
Australia	1985	NA	Oceania
Australia	1984	NA	Oceania
Australia	1983	NA	Oceania
Australia	1982	NA	Oceania
Australia	1981	NA	Oceania
Australia	1980	NA	Oceania
Austria	2023	186	Europe
Austria	2022	1	Europe
Austria	2021	1	Europe
Austria	2020	25	Europe
Austria	2019	151	Europe
Austria	2018	77	Europe
Austria	2017	95	Europe
Austria	2016	27	Europe
Austria	2015	309	Europe
Austria	2014	117	Europe
Austria	2013	NA	Europe
Austria	2012	36	Europe
Austria	2011	68	Europe
Austria	2010	52	Europe
Austria	2009	49	Europe
Austria	2008	448	Europe
Austria	2007	20	Europe
Austria	2006	23	Europe
Austria	2005	9	Europe
Austria	2004	15	Europe
Austria	2003	90	Europe
Austria	2002	NA	Europe
Austria	2001	0	Europe
Austria	2000	NA	Europe
Austria	1999	1	Europe
Austria	1998	0	Europe
Austria	1997	0	Europe
Austria	1996	NA	Europe
Austria	1995	NA	Europe
Austria	1994	NA	Europe
Austria	1993	60	Europe
Austria	1992	NA	Europe
Austria	1991	NA	Europe
Austria	1990	NA	Europe
Austria	1989	NA	Europe
Austria	1988	NA	Europe
Austria	1987	NA	Europe
Austria	1986	NA	Europe
Austria	1985	NA	Europe
Austria	1984	NA	Europe
Austria	1983	NA	Europe
Austria	1982	NA	Europe
Austria	1981	NA	Europe
Austria	1980	NA	Europe
Azerbaijan	2023	13207	Europe
Azerbaijan	2022	1	Europe
Azerbaijan	2021	0	Europe
Azerbaijan	2020	2	Europe
Azerbaijan	2019	281	Europe
Azerbaijan	2018	55	Europe
Azerbaijan	2017	0	Europe
Azerbaijan	2016	0	Europe
Azerbaijan	2015	0	Europe
Azerbaijan	2014	0	Europe
Azerbaijan	2013	164	Europe
Azerbaijan	2012	0	Europe
Azerbaijan	2011	0	Europe
Azerbaijan	2010	0	Europe
Azerbaijan	2009	NA	Europe
Azerbaijan	2008	5	Europe
Azerbaijan	2007	0	Europe
Azerbaijan	2006	222	Europe
Azerbaijan	2005	1238	Europe
Azerbaijan	2004	827	Europe
Azerbaijan	2003	1978	Europe
Azerbaijan	2002	4353	Europe
Azerbaijan	2001	574	Europe
Azerbaijan	2000	210	Europe
Azerbaijan	1999	1081	Europe
Azerbaijan	1998	2891	Europe
Azerbaijan	1997	678	Europe
Azerbaijan	1996	151	Europe
Azerbaijan	1995	474	Europe
Azerbaijan	1994	6478	Europe
Azerbaijan	1993	1321	Europe
Azerbaijan	1992	535	Europe
Azerbaijan	1991	6122	Europe
Azerbaijan	1990	2026	Europe
Azerbaijan	1989	NA	Europe
Azerbaijan	1988	NA	Europe
Azerbaijan	1987	NA	Europe
Azerbaijan	1986	NA	Europe
Azerbaijan	1985	NA	Europe
Azerbaijan	1984	NA	Europe
Azerbaijan	1983	NA	Europe
Azerbaijan	1982	NA	Europe
Azerbaijan	1981	NA	Europe
Azerbaijan	1980	NA	Europe
Bahamas	2023	0	North America
Bahamas	2022	0	North America
Bahamas	2021	0	North America
Bahamas	2020	0	North America
Bahamas	2019	3	North America
Bahamas	2018	0	North America
Bahamas	2017	0	North America
Bahamas	2016	0	North America
Bahamas	2015	0	North America
Bahamas	2014	0	North America
Bahamas	2013	0	North America
Bahamas	2012	0	North America
Bahamas	2011	0	North America
Bahamas	2010	0	North America
Bahamas	2009	0	North America
Bahamas	2008	0	North America
Bahamas	2007	0	North America
Bahamas	2006	0	North America
Bahamas	2005	0	North America
Bahamas	2004	0	North America
Bahamas	2003	0	North America
Bahamas	2002	0	North America
Bahamas	2001	0	North America
Bahamas	2000	0	North America
Bahamas	1999	0	North America
Bahamas	1998	0	North America
Bahamas	1997	1	North America
Bahamas	1996	0	North America
Bahamas	1995	0	North America
Bahamas	1994	0	North America
Bahamas	1993	0	North America
Bahamas	1992	0	North America
Bahamas	1991	0	North America
Bahamas	1990	72	North America
Bahamas	1989	59	North America
Bahamas	1988	22	North America
Bahamas	1987	42	North America
Bahamas	1986	85	North America
Bahamas	1985	26	North America
Bahamas	1984	36	North America
Bahamas	1983	2868	North America
Bahamas	1982	50	North America
Bahamas	1981	45	North America
Bahamas	1980	484	North America
Bahrain	2023	3	Asia
Bahrain	2022	18	Asia
Bahrain	2021	0	Asia
Bahrain	2020	0	Asia
Bahrain	2019	3	Asia
Bahrain	2018	0	Asia
Bahrain	2017	0	Asia
Bahrain	2016	0	Asia
Bahrain	2015	0	Asia
Bahrain	2014	46	Asia
Bahrain	2013	NA	Asia
Bahrain	2012	0	Asia
Bahrain	2011	0	Asia
Bahrain	2010	0	Asia
Bahrain	2009	3	Asia
Bahrain	2008	2	Asia
Bahrain	2007	7	Asia
Bahrain	2006	3	Asia
Bahrain	2005	4	Asia
Bahrain	2004	11	Asia
Bahrain	2003	12	Asia
Bahrain	2002	8	Asia
Bahrain	2001	5	Asia
Bahrain	2000	6	Asia
Bahrain	1999	38	Asia
Bahrain	1998	4	Asia
Bahrain	1997	4	Asia
Bahrain	1996	74	Asia
Bahrain	1995	3	Asia
Bahrain	1994	0	Asia
Bahrain	1993	2	Asia
Bahrain	1992	12	Asia
Bahrain	1991	7	Asia
Bahrain	1990	59	Asia
Bahrain	1989	181	Asia
Bahrain	1988	5	Asia
Bahrain	1987	22	Asia
Bahrain	1986	97	Asia
Bahrain	1985	1910	Asia
Bahrain	1984	1134	Asia
Bahrain	1983	438	Asia
Bahrain	1982	1147	Asia
Bahrain	1981	329	Asia
Bahrain	1980	1861	Asia
Bangladesh	2023	281	Asia
Bangladesh	2022	311	Asia
Bangladesh	2021	203	Asia
Bangladesh	2020	2410	Asia
Bangladesh	2019	5827	Asia
Bangladesh	2018	2263	Asia
Bangladesh	2017	4001	Asia
Bangladesh	2016	972	Asia
Bangladesh	2015	240	Asia
Bangladesh	2014	289	Asia
Bangladesh	2013	237	Asia
Bangladesh	2012	1986	Asia
Bangladesh	2011	5625	Asia
Bangladesh	2010	788	Asia
Bangladesh	2009	718	Asia
Bangladesh	2008	2660	Asia
Bangladesh	2007	2924	Asia
Bangladesh	2006	6192	Asia
Bangladesh	2005	25934	Asia
Bangladesh	2004	9743	Asia
Bangladesh	2003	4067	Asia
Bangladesh	2002	3484	Asia
Bangladesh	2001	4414	Asia
Bangladesh	2000	5098	Asia
Bangladesh	1999	5666	Asia
Bangladesh	1998	6522	Asia
Bangladesh	1997	10329	Asia
Bangladesh	1996	4929	Asia
Bangladesh	1995	4995	Asia
Bangladesh	1994	9571	Asia
Bangladesh	1993	5443	Asia
Bangladesh	1992	5768	Asia
Bangladesh	1991	9292	Asia
Bangladesh	1990	1705	Asia
Bangladesh	1989	27327	Asia
Bangladesh	1988	11471	Asia
Bangladesh	1987	13631	Asia
Bangladesh	1986	14352	Asia
Bangladesh	1985	11699	Asia
Bangladesh	1984	11851	Asia
Bangladesh	1983	9569	Asia
Bangladesh	1982	18116	Asia
Bangladesh	1981	10441	Asia
Bangladesh	1980	11077	Asia
Barbados	2023	0	North America
Barbados	2022	0	North America
Barbados	2021	0	North America
Barbados	2020	0	North America
Barbados	2019	0	North America
Barbados	2018	0	North America
Barbados	2017	0	North America
Barbados	2016	0	North America
Barbados	2015	0	North America
Barbados	2014	0	North America
Barbados	2013	0	North America
Barbados	2012	0	North America
Barbados	2011	0	North America
Barbados	2010	0	North America
Barbados	2009	0	North America
Barbados	2008	0	North America
Barbados	2007	0	North America
Barbados	2006	0	North America
Barbados	2005	0	North America
Barbados	2004	0	North America
Barbados	2003	0	North America
Barbados	2002	0	North America
Barbados	2001	0	North America
Barbados	2000	0	North America
Barbados	1999	0	North America
Barbados	1998	0	North America
Barbados	1997	0	North America
Barbados	1996	0	North America
Barbados	1995	0	North America
Barbados	1994	0	North America
Barbados	1993	0	North America
Barbados	1992	0	North America
Barbados	1991	2	North America
Barbados	1990	51	North America
Barbados	1989	2	North America
Barbados	1988	1	North America
Barbados	1987	2	North America
Barbados	1986	2	North America
Barbados	1985	7	North America
Barbados	1984	5	North America
Barbados	1983	6	North America
Barbados	1982	6	North America
Barbados	1981	41	North America
Barbados	1980	27	North America
Belarus	2023	193	Europe
Belarus	2022	0	Europe
Belarus	2021	3	Europe
Belarus	2020	0	Europe
Belarus	2019	201	Europe
Belarus	2018	259	Europe
Belarus	2017	1	Europe
Belarus	2016	10	Europe
Belarus	2015	2	Europe
Belarus	2014	64	Europe
Belarus	2013	16	Europe
Belarus	2012	10	Europe
Belarus	2011	50	Europe
Belarus	2010	1	Europe
Belarus	2009	0	Europe
Belarus	2008	0	Europe
Belarus	2007	1	Europe
Belarus	2006	149	Europe
Belarus	2005	1	Europe
Belarus	2004	2	Europe
Belarus	2003	21	Europe
Belarus	2002	14	Europe
Belarus	2001	45	Europe
Belarus	2000	21	Europe
Belarus	1999	153	Europe
Belarus	1998	517	Europe
Belarus	1997	135	Europe
Belarus	1996	395	Europe
Belarus	1995	1516	Europe
Belarus	1994	820	Europe
Belarus	1993	3874	Europe
Belarus	1992	2324	Europe
Belarus	1991	1351	Europe
Belarus	1990	224	Europe
Belarus	1989	NA	Europe
Belarus	1988	NA	Europe
Belarus	1987	NA	Europe
Belarus	1986	NA	Europe
Belarus	1985	NA	Europe
Belarus	1984	NA	Europe
Belarus	1983	NA	Europe
Belarus	1982	NA	Europe
Belarus	1981	NA	Europe
Belarus	1980	NA	Europe
Belgium	2023	67	Europe
Belgium	2022	8	Europe
Belgium	2021	7	Europe
Belgium	2020	47	Europe
Belgium	2019	480	Europe
Belgium	2018	117	Europe
Belgium	2017	367	Europe
Belgium	2016	NA	Europe
Belgium	2015	47	Europe
Belgium	2014	70	Europe
Belgium	2013	39	Europe
Belgium	2012	109	Europe
Belgium	2011	576	Europe
Belgium	2010	40	Europe
Belgium	2009	33	Europe
Belgium	2008	98	Europe
Belgium	2007	64	Europe
Belgium	2006	15	Europe
Belgium	2005	26	Europe
Belgium	2004	61	Europe
Belgium	2003	44	Europe
Belgium	2002	NA	Europe
Belgium	2001	83	Europe
Belgium	2000	NA	Europe
Belgium	1999	NA	Europe
Belgium	1998	0	Europe
Belgium	1997	3869	Europe
Belgium	1996	7221	Europe
Belgium	1995	10650	Europe
Belgium	1994	11346	Europe
Belgium	1993	7373	Europe
Belgium	1992	9565	Europe
Belgium	1991	7216	Europe
Belgium	1990	NA	Europe
Belgium	1989	81044	Europe
Belgium	1988	47616	Europe
Belgium	1987	NA	Europe
Belgium	1986	NA	Europe
Belgium	1985	NA	Europe
Belgium	1984	NA	Europe
Belgium	1983	NA	Europe
Belgium	1982	NA	Europe
Belgium	1981	NA	Europe
Belgium	1980	NA	Europe
Belize	2023	0	North America
Belize	2022	0	North America
Belize	2021	0	North America
Belize	2020	0	North America
Belize	2019	0	North America
Belize	2018	0	North America
Belize	2017	0	North America
Belize	2016	0	North America
Belize	2015	0	North America
Belize	2014	0	North America
Belize	2013	0	North America
Belize	2012	0	North America
Belize	2011	0	North America
Belize	2010	0	North America
Belize	2009	0	North America
Belize	2008	0	North America
Belize	2007	0	North America
Belize	2006	0	North America
Belize	2005	0	North America
Belize	2004	0	North America
Belize	2003	0	North America
Belize	2002	0	North America
Belize	2001	0	North America
Belize	2000	0	North America
Belize	1999	0	North America
Belize	1998	0	North America
Belize	1997	0	North America
Belize	1996	0	North America
Belize	1995	4	North America
Belize	1994	0	North America
Belize	1993	0	North America
Belize	1992	11	North America
Belize	1991	7	North America
Belize	1990	25	North America
Belize	1989	2	North America
Belize	1988	74	North America
Belize	1987	224	North America
Belize	1986	124	North America
Belize	1985	7	North America
Belize	1984	4	North America
Belize	1983	11	North America
Belize	1982	6	North America
Belize	1981	186	North America
Belize	1980	607	North America
Benin	2023	478	Africa
Benin	2022	455	Africa
Benin	2021	35	Africa
Benin	2020	18	Africa
Benin	2019	437	Africa
Benin	2018	493	Africa
Benin	2017	97	Africa
Benin	2016	89	Africa
Benin	2015	55	Africa
Benin	2014	786	Africa
Benin	2013	637	Africa
Benin	2012	288	Africa
Benin	2011	426	Africa
Benin	2010	392	Africa
Benin	2009	1461	Africa
Benin	2008	928	Africa
Benin	2007	341	Africa
Benin	2006	176	Africa
Benin	2005	210	Africa
Benin	2004	262	Africa
Benin	2003	217	Africa
Benin	2002	1588	Africa
Benin	2001	5859	Africa
Benin	2000	4244	Africa
Benin	1999	2573	Africa
Benin	1998	648	Africa
Benin	1997	9521	Africa
Benin	1996	1365	Africa
Benin	1995	10469	Africa
Benin	1994	7557	Africa
Benin	1993	4102	Africa
Benin	1992	3049	Africa
Benin	1991	5396	Africa
Benin	1990	NA	Africa
Benin	1989	3281	Africa
Benin	1988	5275	Africa
Benin	1987	13180	Africa
Benin	1986	7374	Africa
Benin	1985	13210	Africa
Benin	1984	13437	Africa
Benin	1983	11774	Africa
Benin	1982	11850	Africa
Benin	1981	12378	Africa
Benin	1980	18635	Africa
Bhutan	2023	10	Asia
Bhutan	2022	7	Asia
Bhutan	2021	NA	Asia
Bhutan	2020	NA	Asia
Bhutan	2019	2	Asia
Bhutan	2018	18	Asia
Bhutan	2017	66	Asia
Bhutan	2016	45	Asia
Bhutan	2015	11	Asia
Bhutan	2014	0	Asia
Bhutan	2013	0	Asia
Bhutan	2012	1	Asia
Bhutan	2011	10	Asia
Bhutan	2010	21	Asia
Bhutan	2009	6	Asia
Bhutan	2008	7	Asia
Bhutan	2007	11	Asia
Bhutan	2006	2	Asia
Bhutan	2005	11	Asia
Bhutan	2004	3	Asia
Bhutan	2003	0	Asia
Bhutan	2002	27	Asia
Bhutan	2001	756	Asia
Bhutan	2000	418	Asia
Bhutan	1999	9920	Asia
Bhutan	1998	66	Asia
Bhutan	1997	169	Asia
Bhutan	1996	9	Asia
Bhutan	1995	148	Asia
Bhutan	1994	683	Asia
Bhutan	1993	505	Asia
Bhutan	1992	103	Asia
Bhutan	1991	441	Asia
Bhutan	1990	173	Asia
Bhutan	1989	554	Asia
Bhutan	1988	382	Asia
Bhutan	1987	673	Asia
Bhutan	1986	948	Asia
Bhutan	1985	819	Asia
Bhutan	1984	1321	Asia
Bhutan	1983	1356	Asia
Bhutan	1982	1868	Asia
Bhutan	1981	1102	Asia
Bhutan	1980	1642	Asia
Bolivia	2023	0	South America
Bolivia	2022	0	South America
Bolivia	2021	0	South America
Bolivia	2020	2	South America
Bolivia	2019	0	South America
Bolivia	2018	0	South America
Bolivia	2017	0	South America
Bolivia	2016	0	South America
Bolivia	2015	0	South America
Bolivia	2014	0	South America
Bolivia	2013	0	South America
Bolivia	2012	0	South America
Bolivia	2011	0	South America
Bolivia	2010	0	South America
Bolivia	2009	0	South America
Bolivia	2008	0	South America
Bolivia	2007	0	South America
Bolivia	2006	0	South America
Bolivia	2005	0	South America
Bolivia	2004	0	South America
Bolivia	2003	0	South America
Bolivia	2002	0	South America
Bolivia	2001	0	South America
Bolivia	2000	122	South America
Bolivia	1999	1441	South America
Bolivia	1998	1004	South America
Bolivia	1997	7	South America
Bolivia	1996	7	South America
Bolivia	1995	76	South America
Bolivia	1994	1441	South America
Bolivia	1993	3391	South America
Bolivia	1992	4937	South America
Bolivia	1991	2108	South America
Bolivia	1990	820	South America
Bolivia	1989	669	South America
Bolivia	1988	1793	South America
Bolivia	1987	987	South America
Bolivia	1986	346	South America
Bolivia	1985	217	South America
Bolivia	1984	1270	South America
Bolivia	1983	2034	South America
Bolivia	1982	720	South America
Bolivia	1981	7654	South America
Bolivia	1980	4181	South America
Bosnia and Herzegovina	2023	13	Europe
Bosnia and Herzegovina	2022	6	Europe
Bosnia and Herzegovina	2021	NA	Europe
Bosnia and Herzegovina	2020	NA	Europe
Bosnia and Herzegovina	2019	1404	Europe
Bosnia and Herzegovina	2018	62	Europe
Bosnia and Herzegovina	2017	18	Europe
Bosnia and Herzegovina	2016	133	Europe
Bosnia and Herzegovina	2015	1677	Europe
Bosnia and Herzegovina	2014	3000	Europe
Bosnia and Herzegovina	2013	NA	Europe
Bosnia and Herzegovina	2012	22	Europe
Bosnia and Herzegovina	2011	10	Europe
Bosnia and Herzegovina	2010	45	Europe
Bosnia and Herzegovina	2009	22	Europe
Bosnia and Herzegovina	2008	8	Europe
Bosnia and Herzegovina	2007	166	Europe
Bosnia and Herzegovina	2006	17	Europe
Bosnia and Herzegovina	2005	23	Europe
Bosnia and Herzegovina	2004	28	Europe
